,filename,season,tod,ebird_code,country,counts
3042,XC160911.wav,fall,day,annhum,United States,100
3043,XC160912.wav,fall,day,annhum,United States,100
3044,XC160913.wav,spring,day,annhum,United States,100
3045,XC160914.wav,spring,day,annhum,United States,100
3048,XC160932.wav,spring,day,comgra,United States,100
3049,XC160937.wav,spring,day,comgra,United States,100
3051,XC160983.wav,spring,morning,bnhcow,United States,100
3052,XC160984.wav,spring,morning,bnhcow,United States,100
3053,XC160985.wav,summer,day,bnhcow,United States,100
3054,XC160987.wav,winter,morning,bnhcow,United States,100
3058,XC161030.wav,fall,day,rebwoo,United States,100
3075,XC161120.wav,spring,day,gockin,United States,100
3076,XC161123.wav,spring,morning,gockin,United States,100
3077,XC161125.wav,summer,day,gockin,United States,100
3078,XC161128.wav,spring,morning,gockin,United States,100
3079,XC161131.wav,spring,day,gockin,United States,100
3080,XC161132.wav,summer,day,gockin,United States,100
3081,XC161133.wav,spring,day,gockin,United States,100
3082,XC161134.wav,winter,day,gockin,United States,100
3083,XC161135.wav,winter,morning,gockin,United States,100
3084,XC161136.wav,winter,morning,gockin,United States,100
3085,XC161143.wav,summer,morning,purfin,Canada,100
3086,XC161144.wav,summer,morning,pasfly,Canada,100
3145,XC161407.wav,winter,day,foxspa,United States,100
3146,XC161422.wav,winter,day,purfin,Canada,100
3158,XC161596.wav,winter,morning,swaspa,United States,100
3159,XC161634.wav,winter,morning,purfin,Canada,100
3162,XC161649.wav,spring,day,whcspa,Canada,100
3166,XC161662.wav,summer,day,purfin,Canada,100
3172,XC161769.wav,spring,day,wesmea,United States,100
3173,XC161770.wav,winter,day,wesmea,United States,100
3174,XC161771.wav,spring,day,wesmea,United States,100
3175,XC161772.wav,spring,day,wesmea,United States,100
3176,XC161773.wav,summer,morning,wesmea,United States,100
3177,XC161774.wav,spring,day,wesmea,United States,100
3178,XC161776.wav,spring,day,wesmea,United States,100
3179,XC161781.wav,spring,day,wesmea,United States,100
3180,XC161783.wav,spring,morning,wesmea,United States,100
3181,XC161785.wav,spring,day,wesmea,United States,100
3236,XC163209.wav,winter,day,bewwre,United States,100
3237,XC163210.wav,winter,day,bewwre,United States,100
3238,XC163211.wav,winter,day,sonspa,United States,100
3246,XC163416.wav,winter,day,marwre,United States,100
3251,XC163627.wav,winter,day,spotow,Canada,100
3252,XC163633.wav,winter,morning,bewwre,Canada,100
3256,XC163683.wav,summer,night,warvir,Canada,100
3282,XC163942.wav,spring,day,astfly,United States,100
3322,XC164258.wav,spring,day,spotow,Canada,100
3323,XC164259.wav,spring,day,bewwre,Canada,100
3329,XC164310.wav,spring,day,gockin,Canada,100
3330,XC164526.wav,winter,day,gockin,United States,100
3337,XC164565.wav,spring,day,pasfly,United States,100
3338,XC164566.wav,spring,day,pasfly,United States,100
3339,XC164567.wav,spring,morning,pasfly,United States,100
3340,XC164569.wav,spring,morning,pasfly,United States,100
3356,XC164729.wav,winter,morning,amerob,United States,100
3371,XC165034.wav,winter,night,amegfi,United States,100
3377,XC165209.wav,winter,day,gockin,United States,100
3380,XC165267.wav,spring,day,amerob,United States,100
3381,XC165272.wav,spring,day,amerob,United States,100
3382,XC165280.wav,spring,day,amerob,United States,100
3383,XC165284.wav,winter,morning,amerob,United States,100
3384,XC165285.wav,summer,day,amerob,United States,100
3385,XC165291.wav,spring,morning,amerob,United States,100
3386,XC165292.wav,spring,morning,amerob,United States,100
3387,XC165294.wav,summer,night,amerob,United States,100
3388,XC165295.wav,spring,day,amerob,United States,100
3389,XC165298.wav,spring,day,amerob,United States,100
3390,XC165299.wav,winter,morning,amerob,United States,100
3391,XC165300.wav,winter,day,amerob,United States,100
3392,XC165302.wav,spring,day,amerob,United States,100
3393,XC165303.wav,spring,morning,amerob,United States,100
3394,XC165304.wav,spring,morning,amerob,United States,100
3405,XC165327.wav,winter,morning,comgra,United States,100
3408,XC165345.wav,winter,morning,norcar,United States,100
3409,XC165346.wav,winter,day,norcar,United States,100
3411,XC165348.wav,winter,morning,rebwoo,United States,100
3415,XC165366.wav,spring,day,gnttow,United States,100
3423,XC165672.wav,spring,morning,bnhcow,United States,100
3426,XC165904.wav,winter,day,cacwre,United States,100
3434,XC166090.wav,winter,morning,comgra,United States,100
3436,XC166094.wav,winter,morning,gockin,United States,100
3439,XC166106.wav,winter,morning,norcar,United States,100
3444,XC166111.wav,winter,day,rebwoo,United States,100
3449,XC166468.wav,winter,morning,scoori,Mexico,100
3452,XC166585.wav,winter,morning,cacwre,United States,100
3453,XC166586.wav,winter,morning,cacwre,United States,100
3454,XC166605.wav,winter,day,gnttow,Mexico,100
3477,XC167646.wav,winter,day,dowwoo,Canada,100
3478,XC167653.wav,winter,day,cacwre,United States,100
3490,XC167826.wav,winter,morning,comgra,United States,100
3492,XC167833.wav,winter,day,dowwoo,United States,100
3503,XC167880.wav,winter,morning,rebwoo,United States,100
3518,XC167977.wav,winter,day,purfin,Canada,100
3519,XC167978.wav,winter,day,purfin,Canada,100
3535,XC168046.wav,winter,morning,spotow,Mexico,100
3536,XC168048.wav,winter,morning,spotow,Mexico,100
3548,XC168155.wav,winter,day,gnttow,United States,100
3549,XC168195.wav,winter,day,gockin,Mexico,100
3550,XC168196.wav,winter,day,gockin,Mexico,100
3556,XC168584.wav,spring,morning,bewwre,Mexico,100
3557,XC168590.wav,winter,day,spotow,United States,100
3570,XC16875.wav,winter,unknown,rebwoo,United States,100
3571,XC168751.wav,spring,morning,buggna,Mexico,100
3572,XC168752.wav,spring,morning,buggna,Mexico,100
3573,XC168753.wav,spring,morning,buggna,Mexico,100
3574,XC16876.wav,winter,unknown,rebwoo,United States,100
3575,XC16877.wav,winter,unknown,rebwoo,United States,100
3576,XC168790.wav,winter,morning,swaspa,United States,100
3577,XC168791.wav,fall,day,swaspa,United States,100
3581,XC16880.wav,winter,unknown,dowwoo,United States,100
3585,XC16881.wav,winter,unknown,dowwoo,United States,100
3586,XC16883.wav,winter,unknown,dowwoo,United States,100
3614,XC169019.wav,summer,day,gockin,Canada,100
3615,XC169027.wav,summer,day,pasfly,Canada,100
3616,XC16907.wav,spring,unknown,comgra,United States,100
3618,XC169080.wav,spring,day,amegfi,United States,100
3619,XC169081.wav,spring,day,amegfi,United States,100
3620,XC169082.wav,spring,day,amegfi,United States,100
3621,XC169083.wav,spring,day,amegfi,United States,100
3622,XC169084.wav,winter,morning,amegfi,United States,100
3623,XC169085.wav,spring,morning,amegfi,United States,100
3627,XC169145.wav,spring,day,buggna,United States,100
3628,XC169146.wav,spring,day,buggna,United States,100
3629,XC169151.wav,spring,day,buggna,United States,100
3630,XC169152.wav,spring,day,buggna,United States,100
3637,XC169168.wav,winter,day,dowwoo,United States,100
3657,XC169208.wav,winter,day,marwre,United States,100
3659,XC169210.wav,winter,day,marwre,United States,100
3662,XC169226.wav,winter,morning,norcar,United States,100
3667,XC169236.wav,spring,morning,rebwoo,United States,100
3668,XC16924.wav,spring,unknown,bnhcow,United States,100
3673,XC16925.wav,spring,unknown,bnhcow,United States,100
3681,XC169352.wav,spring,morning,purfin,United States,100
3682,XC169353.wav,spring,morning,purfin,United States,100
3695,XC169594.wav,spring,day,daejun,United States,100
3696,XC169596.wav,spring,morning,annhum,United States,100
3697,XC169597.wav,spring,morning,annhum,United States,100
3702,XC16979.wav,spring,unknown,comgra,United States,100
3726,XC170150.wav,spring,day,warvir,Mexico,100
3727,XC170238.wav,winter,day,astfly,Mexico,100
3728,XC170239.wav,winter,day,astfly,Mexico,100
3737,XC170393.wav,winter,day,astfly,Mexico,100
3743,XC170415.wav,spring,day,astfly,Mexico,100
3761,XC170783.wav,spring,day,brespa,United States,100
3778,XC170982.wav,spring,day,bnhcow,Mexico,100
3779,XC170983.wav,spring,day,bnhcow,Mexico,100
3780,XC170984.wav,spring,day,bnhcow,Mexico,100
3781,XC170985.wav,spring,day,bnhcow,Mexico,100
3784,XC170988.wav,spring,day,bulori,Mexico,100
3788,XC171092.wav,spring,day,bewwre,Mexico,100
3789,XC171094.wav,spring,day,bewwre,Mexico,100
3798,XC17120.wav,summer,unknown,amegfi,United States,100
3828,XC171695.wav,spring,day,purfin,United States,100
3829,XC171697.wav,spring,day,purfin,United States,100
3831,XC171727.wav,spring,morning,amerob,United States,100
3835,XC171844.wav,spring,morning,bkhgro,Canada,100
3837,XC171850.wav,fall,day,gockin,Canada,100
3846,XC172198.wav,spring,day,spotow,United States,100
3847,XC172397.wav,spring,day,dowwoo,Canada,100
3848,XC172400.wav,spring,day,norcar,Canada,100
3849,XC172401.wav,summer,day,daejun,United States,100
3852,XC172405.wav,summer,morning,amerob,United States,100
3855,XC172408.wav,summer,morning,daejun,United States,100
3861,XC172423.wav,spring,day,amerob,United States,100
3866,XC172437.wav,spring,morning,norcar,United States,100
3870,XC172447.wav,spring,morning,wesmea,United States,100
3871,XC172448.wav,spring,morning,wesmea,United States,100
3885,XC172622.wav,spring,day,warvir,United States,100
3887,XC172625.wav,spring,day,wesmea,United States,100
3891,XC172656.wav,spring,day,astfly,United States,100
3895,XC172746.wav,spring,day,indbun,United States,100
3897,XC172751.wav,spring,day,bewwre,United States,100
3898,XC172752.wav,spring,day,bewwre,United States,100
3906,XC172821.wav,spring,day,bkhgro,United States,100
3941,XC172933.wav,summer,night,gnttow,United States,100
3944,XC172936.wav,summer,morning,brespa,United States,100
3947,XC172939.wav,summer,morning,brespa,United States,100
3963,XC173006.wav,summer,night,whcspa,United States,100
3968,XC173148.wav,winter,morning,bewwre,United States,100
3969,XC173150.wav,winter,morning,bewwre,United States,100
3970,XC173153.wav,winter,morning,bewwre,United States,100
3971,XC173154.wav,winter,day,bewwre,United States,100
3975,XC173170.wav,winter,day,whbnut,United States,100
3981,XC173184.wav,winter,day,annhum,United States,100
3982,XC173197.wav,winter,day,cacwre,United States,100
4005,XC173279.wav,winter,day,marwre,United States,100
4006,XC173282.wav,spring,day,buggna,United States,100
4007,XC173283.wav,spring,day,buggna,United States,100
4026,XC173585.wav,spring,morning,dowwoo,United States,100
4060,XC173820.wav,spring,day,gockin,Mexico,100
4061,XC173821.wav,spring,morning,rebwoo,United States,100
4062,XC173822.wav,spring,morning,rebwoo,United States,100
4107,XC174378.wav,spring,morning,swaspa,United States,100
4110,XC174510.wav,spring,day,bulori,United States,100
4116,XC174581.wav,spring,day,pasfly,United States,100
4127,XC174834.wav,spring,day,buggna,United States,100
4128,XC174837.wav,spring,day,buggna,United States,100
4129,XC174839.wav,spring,morning,buggna,United States,100
4135,XC174937.wav,spring,day,whcspa,United States,100
4145,XC175222.wav,spring,morning,amerob,United States,100
4147,XC175224.wav,spring,morning,foxspa,United States,100
4148,XC175226.wav,spring,morning,norcar,United States,100
4149,XC175228.wav,spring,morning,bnhcow,United States,100
4150,XC175231.wav,spring,morning,swaspa,United States,100
4154,XC175239.wav,spring,day,foxspa,United States,100
4155,XC175240.wav,spring,day,foxspa,United States,100
4158,XC175254.wav,spring,day,amegfi,United States,100
4167,XC175350.wav,spring,day,purfin,Canada,100
4171,XC175355.wav,spring,day,purfin,Canada,100
4174,XC175364.wav,summer,day,bkhgro,United States,100
4190,XC175780.wav,spring,day,rebwoo,United States,100
4195,XC175997.wav,spring,morning,whbnut,United States,100
4196,XC175998.wav,spring,morning,whbnut,United States,100
4200,XC176153.wav,spring,day,whcspa,United States,100
4202,XC176253.wav,spring,day,cacwre,United States,100
4211,XC176279.wav,spring,morning,comgra,Canada,100
4214,XC176356.wav,spring,day,dowwoo,United States,100
4230,XC176993.wav,spring,day,bkhgro,United States,100
4267,XC177120.wav,spring,day,rebwoo,United States,100
4269,XC177125.wav,spring,day,norcar,United States,100
4271,XC177152.wav,spring,day,amegfi,Canada,100
4272,XC177172.wav,spring,morning,bulori,United States,100
4276,XC177191.wav,summer,morning,bulori,United States,100
4277,XC177192.wav,spring,morning,bulori,United States,100
4278,XC177193.wav,spring,morning,bulori,United States,100
4283,XC177259.wav,spring,day,bulori,United States,100
4284,XC177260.wav,summer,day,bulori,United States,100
4285,XC177261.wav,summer,day,bulori,United States,100
4286,XC177262.wav,spring,morning,bulori,United States,100
4313,XC177384.wav,spring,day,amerob,United States,100
4314,XC177468.wav,summer,day,whcspa,United States,100
4319,XC177478.wav,summer,day,foxspa,United States,100
4321,XC177481.wav,summer,day,foxspa,United States,100
4325,XC177502.wav,fall,morning,herthr,United States,100
4347,XC178008.wav,spring,morning,amerob,United States,100
4348,XC178010.wav,spring,morning,marwre,United States,100
4352,XC178015.wav,spring,morning,bewwre,United States,100
4353,XC178016.wav,spring,morning,bewwre,United States,100
4378,XC178137.wav,spring,morning,swaspa,United States,100
4379,XC178138.wav,spring,morning,bnhcow,United States,100
4387,XC178295.wav,spring,day,marwre,United States,100
4390,XC178317.wav,spring,night,bkhgro,United States,100
4391,XC178322.wav,spring,day,bewwre,United States,100
4401,XC178528.wav,spring,morning,astfly,United States,100
4403,XC178530.wav,spring,day,pasfly,United States,100
4421,XC178845.wav,spring,morning,warvir,Canada,100
4427,XC178940.wav,spring,day,daejun,United States,100
4428,XC178942.wav,spring,day,pasfly,United States,100
4436,XC179074.wav,spring,day,amegfi,United States,100
4438,XC179086.wav,spring,morning,amegfi,United States,100
4439,XC179092.wav,spring,day,amegfi,United States,100
4442,XC179098.wav,spring,day,whcspa,Canada,100
4446,XC179113.wav,spring,morning,whcspa,Canada,100
4447,XC179124.wav,spring,day,amegfi,United States,100
4461,XC179304.wav,spring,morning,amegfi,Canada,100
4463,XC179307.wav,spring,morning,herthr,Canada,100
4469,XC179314.wav,spring,day,herthr,Canada,100
4470,XC179316.wav,spring,day,norcar,Canada,100
4492,XC179479.wav,spring,morning,cacwre,Mexico,100
4495,XC179486.wav,spring,morning,purfin,Canada,100
4499,XC179496.wav,spring,day,spotow,United States,100
4512,XC179584.wav,spring,morning,marwre,Canada,100
4524,XC179635.wav,spring,day,indbun,Canada,100
4528,XC179640.wav,spring,day,sonspa,Canada,100
4555,XC179728.wav,spring,day,whbnut,United States,100
4556,XC179730.wav,spring,morning,bulori,United States,100
4558,XC179789.wav,spring,day,gockin,United States,100
4562,XC179810.wav,spring,day,bkhgro,United States,100
4563,XC179812.wav,spring,day,buggna,United States,100
4578,XC179912.wav,spring,morning,brespa,United States,100
4580,XC179914.wav,spring,morning,wesmea,United States,100
4617,XC180259.wav,spring,day,buggna,United States,100
4634,XC180747.wav,summer,day,scoori,United States,100
4647,XC181316.wav,summer,day,scoori,United States,100
4649,XC181332.wav,summer,day,indbun,United States,100
4650,XC181382.wav,summer,morning,bkhgro,United States,100
4652,XC181397.wav,spring,morning,spotow,United States,100
4655,XC181408.wav,spring,morning,buggna,United States,100
4658,XC181417.wav,spring,morning,bkhgro,United States,100
4659,XC181419.wav,spring,morning,daejun,United States,100
4663,XC181454.wav,summer,morning,spotow,United States,100
4666,XC181474.wav,summer,morning,astfly,United States,100
4670,XC181478.wav,summer,night,herthr,Canada,100
4683,XC181523.wav,summer,morning,gnttow,United States,100
4686,XC181621.wav,summer,morning,brespa,Canada,100
4687,XC181640.wav,summer,morning,brespa,Canada,100
4689,XC181734.wav,summer,day,dowwoo,United States,100
4691,XC181749.wav,summer,morning,brespa,Canada,100
4692,XC181750.wav,summer,morning,brespa,Canada,100
4693,XC181751.wav,summer,morning,brespa,Canada,100
4694,XC181752.wav,summer,morning,brespa,Canada,100
4706,XC181945.wav,spring,morning,herthr,Canada,100
4715,XC182073.wav,spring,morning,amegfi,Canada,100
4716,XC182076.wav,spring,day,whcspa,Canada,100
4717,XC182078.wav,spring,day,amegfi,Canada,100
4721,XC182085.wav,winter,unknown,warvir,Canada,100
4730,XC182168.wav,spring,day,bnhcow,Canada,100
4734,XC182332.wav,winter,unknown,swaspa,Canada,100
4735,XC182406.wav,spring,morning,amegfi,Canada,100
4736,XC182410.wav,spring,morning,purfin,Canada,100
4740,XC182545.wav,summer,morning,pasfly,Canada,100
4741,XC182546.wav,summer,morning,bkhgro,Canada,100
4742,XC182564.wav,summer,day,whcspa,Canada,100
4743,XC182565.wav,summer,day,whcspa,Canada,100
4744,XC182566.wav,summer,day,spotow,Canada,100
4768,XC182706.wav,spring,morning,warvir,Canada,100
4769,XC182708.wav,spring,day,warvir,Canada,100
4773,XC182751.wav,summer,night,marwre,United States,100
4783,XC183008.wav,summer,day,norcar,United States,100
4784,XC183058.wav,summer,morning,norcar,United States,100
4787,XC183136.wav,summer,day,buggna,United States,100
4790,XC183198.wav,summer,day,indbun,United States,100
4791,XC183224.wav,summer,day,indbun,United States,100
4799,XC183352.wav,summer,day,bulori,United States,100
4801,XC183355.wav,summer,day,sonspa,United States,100
4802,XC183357.wav,summer,morning,bkhgro,Canada,100
4806,XC183576.wav,summer,morning,bkhgro,Canada,100
4809,XC183580.wav,summer,day,annhum,Canada,100
4810,XC183584.wav,summer,morning,spotow,Canada,100
4813,XC183590.wav,summer,morning,bewwre,Canada,100
4819,XC183609.wav,summer,day,pasfly,United States,100
4827,XC184175.wav,summer,morning,whcspa,United States,100
4832,XC184231.wav,summer,day,whcspa,United States,100
4834,XC184305.wav,summer,day,swaspa,United States,100
4858,XC184574.wav,summer,morning,comgra,United States,100
4865,XC184645.wav,spring,morning,bnhcow,United States,100
4874,XC184696.wav,summer,day,pasfly,Canada,100
4883,XC184886.wav,summer,morning,comgra,United States,100
4884,XC184891.wav,summer,morning,comgra,United States,100
4902,XC184930.wav,summer,morning,wesmea,United States,100
4904,XC184934.wav,summer,day,cacwre,United States,100
4905,XC184955.wav,summer,morning,warvir,United States,100
4906,XC184962.wav,summer,morning,bulori,United States,100
4907,XC184964.wav,summer,morning,bulori,United States,100
4908,XC184967.wav,summer,morning,bulori,United States,100
4913,XC184985.wav,summer,morning,bnhcow,United States,100
4914,XC184987.wav,summer,morning,comgra,United States,100
4915,XC184988.wav,summer,morning,wesmea,United States,100
4916,XC184990.wav,summer,morning,wesmea,United States,100
4917,XC184991.wav,summer,morning,bulori,United States,100
4918,XC184993.wav,summer,day,astfly,United States,100
4921,XC184998.wav,spring,day,whcspa,Canada,100
4926,XC185139.wav,summer,morning,wesmea,United States,100
4927,XC185141.wav,summer,morning,wesmea,United States,100
4928,XC185143.wav,summer,morning,wesmea,United States,100
4930,XC185157.wav,summer,morning,astfly,United States,100
4931,XC185161.wav,spring,day,bnhcow,Canada,100
4944,XC185240.wav,summer,morning,norcar,United States,100
4952,XC185323.wav,summer,morning,herthr,United States,100
4957,XC185485.wav,summer,day,marwre,United States,100
4963,XC185532.wav,summer,night,spotow,Canada,100
4964,XC185539.wav,summer,day,whcspa,Canada,100
4976,XC185684.wav,summer,day,whcspa,United States,100
4983,XC185825.wav,summer,night,wesmea,Canada,100
4984,XC185829.wav,summer,night,wesmea,Canada,100
4985,XC185831.wav,summer,night,wesmea,Canada,100
4986,XC185835.wav,summer,night,wesmea,Canada,100
4987,XC185839.wav,summer,night,wesmea,Canada,100
4988,XC185844.wav,summer,night,wesmea,Canada,100
4989,XC185848.wav,summer,night,wesmea,Canada,100
4996,XC186031.wav,summer,morning,gnttow,United States,100
5000,XC186312.wav,summer,day,daejun,Canada,100
5004,XC186324.wav,summer,morning,wesmea,Canada,100
5005,XC186330.wav,summer,morning,wesmea,Canada,100
5006,XC186333.wav,summer,morning,wesmea,Canada,100
5007,XC186337.wav,summer,morning,wesmea,Canada,100
5010,XC186366.wav,summer,morning,brespa,Canada,100
5011,XC186367.wav,summer,morning,brespa,Canada,100
5012,XC186368.wav,summer,morning,brespa,Canada,100
5014,XC186399.wav,summer,morning,brespa,Canada,100
5015,XC186401.wav,summer,day,brespa,Canada,100
5027,XC186657.wav,summer,morning,comgra,Canada,100
5028,XC186660.wav,summer,morning,comgra,Canada,100
5031,XC186683.wav,summer,morning,wesmea,Canada,100
5032,XC186686.wav,summer,morning,wesmea,Canada,100
5033,XC186688.wav,summer,morning,wesmea,Canada,100
5034,XC186691.wav,summer,morning,wesmea,Canada,100
5068,XC187320.wav,summer,unknown,bulori,United States,100
5072,XC187409.wav,summer,night,amerob,Canada,100
5085,XC187503.wav,summer,morning,swaspa,United States,100
5086,XC187504.wav,summer,morning,swaspa,United States,100
5104,XC187620.wav,summer,morning,herthr,United States,100
5110,XC187642.wav,summer,day,gockin,United States,100
5111,XC187643.wav,summer,morning,gockin,United States,100
5114,XC187659.wav,summer,night,brespa,Canada,100
5115,XC187660.wav,summer,morning,brespa,Canada,100
5116,XC187661.wav,summer,morning,brespa,Canada,100
5117,XC187663.wav,summer,morning,brespa,Canada,100
5118,XC187665.wav,summer,night,brespa,Canada,100
5120,XC187766.wav,summer,morning,purfin,United States,100
5128,XC187980.wav,summer,morning,bnhcow,United States,100
5131,XC188039.wav,summer,day,whcspa,United States,100
5135,XC188112.wav,summer,morning,brespa,Canada,100
5136,XC188115.wav,summer,morning,brespa,Canada,100
5137,XC188119.wav,summer,morning,brespa,Canada,100
5138,XC188122.wav,summer,day,brespa,Canada,100
5139,XC188123.wav,summer,day,brespa,Canada,100
5140,XC188125.wav,summer,day,brespa,Canada,100
5141,XC188127.wav,summer,day,brespa,Canada,100
5142,XC188128.wav,summer,day,brespa,Canada,100
5143,XC188130.wav,summer,day,brespa,Canada,100
5144,XC188131.wav,summer,morning,whcspa,Canada,100
5145,XC188139.wav,summer,morning,herthr,Canada,100
5146,XC188140.wav,summer,morning,herthr,Canada,100
5149,XC188163.wav,summer,morning,warvir,Canada,100
5155,XC188370.wav,summer,day,sonspa,United States,100
5159,XC188376.wav,summer,morning,purfin,Canada,100
5161,XC188387.wav,summer,morning,warvir,Canada,100
5168,XC188430.wav,summer,morning,bnhcow,Canada,100
5186,XC188503.wav,summer,morning,foxspa,Canada,100
5187,XC188504.wav,summer,morning,foxspa,Canada,100
5192,XC188517.wav,spring,day,marwre,United States,100
5199,XC188668.wav,summer,morning,brespa,United States,100
5200,XC188671.wav,summer,morning,brespa,United States,100
5255,XC189057.wav,summer,day,amerob,Canada,100
5256,XC189058.wav,summer,day,amerob,Canada,100
5261,XC189063.wav,summer,day,foxspa,Canada,100
5264,XC189067.wav,summer,day,herthr,Canada,100
5265,XC189075.wav,summer,day,warvir,Canada,100
5266,XC189076.wav,summer,day,warvir,Canada,100
5267,XC189078.wav,summer,day,warvir,Canada,100
5293,XC189284.wav,summer,morning,whbnut,United States,100
5294,XC189286.wav,summer,morning,sonspa,United States,100
5302,XC189298.wav,summer,day,warvir,Canada,100
5333,XC189416.wav,summer,morning,gockin,Canada,100
5355,XC189808.wav,summer,night,amerob,Canada,100
5357,XC189956.wav,summer,day,bnhcow,Canada,100
5367,XC189975.wav,summer,morning,daejun,Canada,100
5368,XC189976.wav,summer,morning,daejun,Canada,100
5422,XC190392.wav,summer,day,herthr,United States,100
5423,XC190562.wav,summer,day,norcar,United States,100
5459,XC191447.wav,summer,morning,dowwoo,Canada,100
5460,XC191448.wav,summer,morning,sonspa,Canada,100
5463,XC191470.wav,summer,morning,swaspa,Canada,100
5470,XC191945.wav,summer,day,cacwre,United States,100
5477,XC191980.wav,spring,day,amegfi,Canada,100
5478,XC191982.wav,summer,day,bnhcow,Canada,100
5493,XC192059.wav,spring,day,buggna,United States,100
5496,XC192078.wav,summer,night,amegfi,Canada,100
5498,XC192083.wav,spring,morning,bnhcow,United States,100
5499,XC192099.wav,summer,day,amegfi,United States,100
5507,XC192207.wav,spring,day,dowwoo,United States,100
5508,XC192209.wav,summer,day,dowwoo,United States,100
5513,XC192242.wav,summer,night,foxspa,United States,100
5515,XC192250.wav,summer,day,foxspa,United States,100
5516,XC192251.wav,summer,night,foxspa,United States,100
5530,XC192310.wav,spring,day,indbun,United States,100
5531,XC192315.wav,spring,morning,indbun,United States,100
5532,XC192316.wav,summer,morning,indbun,United States,100
5533,XC192317.wav,spring,morning,indbun,United States,100
5542,XC192419.wav,summer,morning,rebwoo,United States,100
5543,XC192422.wav,spring,day,norcar,United States,100
5558,XC192494.wav,summer,morning,daejun,Canada,100
5559,XC192496.wav,summer,morning,daejun,Canada,100
5564,XC192521.wav,summer,morning,warvir,Canada,100
5605,XC192830.wav,summer,day,warvir,Canada,100
5615,XC193110.wav,summer,morning,bnhcow,Canada,100
5643,XC193235.wav,summer,day,warvir,Canada,100
5647,XC193421.wav,summer,morning,dowwoo,Canada,100
5648,XC193423.wav,summer,morning,purfin,Canada,100
5660,XC193766.wav,summer,morning,pasfly,Canada,100
5661,XC193767.wav,summer,day,daejun,Canada,100
5670,XC193959.wav,summer,day,herthr,United States,100
5675,XC194079.wav,summer,morning,amerob,Canada,100
5692,XC194506.wav,summer,day,whbnut,United States,100
5697,XC194721.wav,summer,day,foxspa,Canada,100
5711,XC195200.wav,summer,day,purfin,Canada,100
5712,XC195201.wav,summer,day,purfin,Canada,100
5713,XC195202.wav,summer,day,purfin,Canada,100
5714,XC195203.wav,summer,day,purfin,Canada,100
5715,XC195204.wav,summer,day,purfin,Canada,100
5721,XC195299.wav,summer,day,herthr,Canada,100
5727,XC195416.wav,summer,day,daejun,Canada,100
5737,XC195544.wav,summer,morning,daejun,Canada,100
5738,XC195545.wav,summer,morning,daejun,Canada,100
5767,XC195781.wav,summer,morning,daejun,Canada,100
5768,XC195783.wav,summer,morning,daejun,Canada,100
5776,XC195804.wav,summer,day,daejun,Canada,100
5784,XC195841.wav,summer,morning,warvir,Canada,100
5785,XC195842.wav,summer,morning,warvir,Canada,100
5786,XC195844.wav,spring,morning,daejun,United States,100
5806,XC196077.wav,summer,morning,bnhcow,United States,100
5807,XC196109.wav,summer,morning,comgra,United States,100
5808,XC196110.wav,summer,morning,comgra,United States,100
5809,XC196111.wav,summer,morning,comgra,United States,100
5810,XC196112.wav,summer,morning,comgra,United States,100
5822,XC196163.wav,summer,day,norcar,United States,100
5825,XC196262.wav,summer,day,rebwoo,United States,100
5841,XC196545.wav,summer,morning,annhum,United States,100
5842,XC196547.wav,summer,morning,cacwre,United States,100
5846,XC196673.wav,spring,day,bnhcow,Mexico,100
5847,XC196688.wav,summer,morning,whbnut,United States,100
5848,XC196689.wav,summer,morning,annhum,United States,100
5849,XC196691.wav,summer,morning,annhum,United States,100
5851,XC196703.wav,summer,morning,cacwre,United States,100
5852,XC196751.wav,fall,day,indbun,United States,100
5866,XC197272.wav,spring,day,bnhcow,United States,100
5867,XC197276.wav,spring,morning,bnhcow,United States,100
5869,XC197285.wav,spring,morning,comgra,United States,100
5870,XC197286.wav,spring,morning,comgra,United States,100
5871,XC197287.wav,spring,morning,comgra,United States,100
5875,XC197302.wav,spring,day,rebwoo,United States,100
5876,XC197303.wav,spring,day,rebwoo,United States,100
5877,XC197304.wav,spring,day,rebwoo,United States,100
5878,XC197305.wav,spring,day,rebwoo,United States,100
5879,XC197306.wav,spring,day,rebwoo,United States,100
5880,XC197307.wav,spring,morning,rebwoo,United States,100
5881,XC197308.wav,summer,morning,rebwoo,United States,100
5882,XC197309.wav,summer,day,rebwoo,United States,100
5883,XC197313.wav,summer,day,rebwoo,United States,100
5886,XC197923.wav,fall,day,whcspa,United States,100
5889,XC198054.wav,fall,day,annhum,Canada,100
5891,XC198175.wav,spring,day,bewwre,Mexico,100
5893,XC198499.wav,fall,morning,annhum,United States,100
5896,XC198760.wav,spring,day,purfin,Canada,100
5897,XC198767.wav,fall,day,whcspa,United States,100
5901,XC199161.wav,summer,morning,comgra,Canada,100
5905,XC199357.wav,fall,day,comgra,United States,100
5917,XC199954.wav,fall,morning,marwre,United States,100
5918,XC199955.wav,fall,morning,marwre,United States,100
5919,XC200004.wav,fall,day,swaspa,United States,100
5927,XC200968.wav,winter,day,whbnut,United States,100
6006,XC204955.wav,winter,day,norcar,Canada,100
6011,XC205281.wav,spring,morning,wesmea,United States,100
6013,XC205287.wav,spring,morning,bkhgro,United States,100
6014,XC205288.wav,spring,day,bkhgro,United States,100
